Emotion,Text
anger,nareangan pinafsueun isuk keneh ge aranjing teh
anger,beunget sia jig siga bagong lapar 
sadness,ker urang sukabumi moga di pasihan kasaban cocobi ti allah interpeksi diri urang bae ayenamah aya naon allah cocoba ka urang sadaya abdi di tanggerang turut perihatin sing sabaar nya
joy,mun libur natal teh keur leutikmah sok atoh da sok loba film kartun d
sadness,ti palestina nyol urg ningali berita ningali dulur urg sarerea teumeunang solat di masjid al aqsa aya ku meunang kudu lewat pintu logam
fear,wengi tos pisan ieu cibiru teh jauh palaur seeur nu leres
joy,di warung sunda kuningan makan siang ditembak ku kopi hideung panas duh asa bagja pisan bebas asa merdeka
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,loba anu labuh keeng kieu
sadness,ngahuleung jol hayang ceurik teuing kunaon
anger,mun geus anjing mah da kumaha deui euy wasitna ge kudu dipantau
fear,teu niat mreun jd marengan nana sahayuna ih anjir muringkak pang ulah ulahna kyk gitu
anger,tong sok balaga hayang di kepret ku aing buktikeun
anger,kehed sia anying teu daek cicing pisan 
anger,cik atuh aranjing jempe bisi digaplok 
sadness,engke samemeh aya ucap ge karasa ku maneh ti kolot samemeh haneueul nu ngabejaan urang gera penta hampura ti nu jadi kolot ayeuna
anger,corona goblog sakira na rek modaran aing podaran weh si asep podaran weh si agus pusing 
joy,nukasep jeung nugeulis alhamdulillah sudah mualaf ngiring bungah tur bagja 
joy,ngupingkeun lagu karedok leunca serasa nuju tuang sareng karedok leunca nikmat kakupingna
joy,bieu enbae loba hikmahna mah aslina nuhun gusti nuhun pisan
anger,nggeus atuh goblog parasea we hayoh plagiat ieu plagiat itu euweuh gawe pisan hirupna teu kaop sarua setik disebut nurutan bubudakeun belegug siah
fear,serem ningal nu ka giles di jalan ampe darah muncrat gttu
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing di imah kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
sadness,ayeuna sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh moal segede
joy,alhamdulillah tiasa gumujeng raos ku mang adeng sareng mira 
anger,yeeeh nya budak teh teu beunang dibejaan geus heup heula geura uulinan na peperiheun kalah gering sateh nu balangsak teh lain sia hungkul bebel engke nepaan batur engke nyusahkeun sarerea kehed teh
sadness,tah bener komo bari eurih euriheun mah laahhh nalangsa ningal na
joy,hirup teh asa bagja pisan heh saha aing
sadness,muhun asa teu tega ningal na
fear,hayang modar ngan sieun paeh 
sadness,di lembur ku tirisna oge tos teu walakaya teu sareng banjirna ka dulur ka baraya di kota hujan iyeu janten berkah panyinglar si korona
joy,ungah pisan hate abdi ningali persib meunang ngalawan persija
anger,ayeuna naon sih anying riweuh pisan si bagong sia pengangguran mun nyalahkeun pemerintah nyalahkeun awewe insyaf sia teh zuma sia tah akhir zaman lainna neangan gawr kalahkah komen ig nyinyir deuih si anying guna sia hirup
fear,ehh nyaan ieu mah abi sieun meuni keeung 
sadness,teu wasa ninggal foto sareng video sing curucud weee ieu cipanon 
fear,cangcang geura duh talian pake rante gembok we teu leungit meuni asa hariwang pisan nyindir batur
fear,pa nasib orang pasar kumaha sy icalan bandung tos seueur nu panik teu sakedik oge nu nyebar hoax pasar bade ditutup sementara teu paruguh kieu bade icalan sieun ku covid 19 teu icalan asa piraku kitu pa di pasar induk caringin
anger,kemkominfo anying kehed belegug
fear,aslina mah serem urang ningali bingkai berita ya alloh tong kiamat heula atuh urang ge can kawin yeuh kumaha budak cucu urang engke
sadness,nalangsa pisan atuh neng teu boga dwit 
fear,mantak teu jadi meuli ge pin asa sieun nempo bumbu na
joy,hatur nuhun gusti nu seueur maparin kurnia dina hirup abdi namung hapunten abdi sok sering ngarasula
fear,beli masker dimana ya euy daerah antapani aku kukulilingan ga dapet meni sieun corona
sadness,dina amparan sajadah abdi sumerah pasrah
joy,kohkol kohkol sora awi ditakol kemudian barudak babarakatakan 
anger,na ai sia meni legeg babangus teh tong sok asa aing uyah kidul ngomongkeun culture indonesia ngerakeun 
joy,alhamdulillah meuni nikmat th karasana ai udud tos mam th adeuuhh syukuran ya allah
anger,puntenan pisan ieu mah cik atuh anyinc setan iblis babi bagong batur th rek malodar garoblog ecreug geura bisi palidkeun ka cimanuk jin iprit neleu kalakuan saria siga kieu mah wereu blog ehh gusti ampun ka pangeran
joy,ningali senyum maneh urang mah tos bungah komo deui lamun eta senyum ka urang
fear,jalan nu bade ka pangandaran ge nu pas bulak belok na wengi mah asa keueung wa komo loba tangkal nu baradag mah
joy,lanjutkan om abi bingah ninggal twitt na om menghibur jasmani sareng rohani nuhun om
anger,bieu aslina maruk na beragama teu make akal kitu garelo jelema teh wa lieur urg nempo aya jenazah corona dek dikurebkeun warga2 pada nempoan ngarumpul coba mun kieu wae man indonesia jd pang rangsakna ku corona
anger,lamun kieu mh gs cenderung membahayalan keselamatan tim atuh punten wee manajemen
sadness,diuk dina jojodog sambil moyan teu karasa cai soca nyurucud ras ingeut ka manehna kopi jeung garpit nu jadi saksi geuning jeung geuning
anger,naon atuh anjng naon isuk keneh geus nyiar pinapsueun wae 
sadness,ka imah ripuh sakabehna awak pikiran hate aya nu beres da nyeri hayang uwih hungkul nu d jabar cicing diditu
fear,generasi suram ieu mah ah sarieun
anger,asa d usik ku sia sia panggih jeng aing sia d leyek ku aing 
joy,ku ningal foto na wae oge ntos bingah komolamun ningal langsung bingah na nteu katalungan meren
anger,mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung keneh di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu di bandung ge kecewa kieumah anjeng pisan lah
fear,lamun kaluar sieun positif corona cicing diimah sieun positif depresi
fear,asa ayeuna keueung nyinghareupeun kahirupan dunya geus karasa geunyleung
sadness,korban begal tapak bedog geuningan halisna deudeuh teuing jang 
joy,asa bingah ninggal istri rambut pondok teh
sadness,keur sararedih uing teh ningali kanyataan sodara i urang di dzolimi ya allah
sadness,aslina ieu kr saredih rong mung tiasa ikhtiar sareng ngadoa we mudah2an di tangtayungan ku gusti allah
anger,sangeunahna babangus teh nyaah pisan ka awak koplok
sadness,duh gusti cai soca teu tiasa ditahan nalika suling gugupai kana di sawah manah nyeredet kana hate hoyong uih ka pilemburan malikeun waktos janten budak guyang di balong ngurek belut teterengkelan kana tangkal tatangga gusti waas ku sulingna
joy,ngomong2 ppu na karak ayeuna ageung pisan skor na ih meuni bungah
anger,ngajedog sia teh di imah lain ngajakan anak maneh arulin ka laut atawa ka mol sia sieun sih kajeun tapi ngarugikeun batur kehed anak aing di gugu eh anak sia kalah diabur
anger,si anjg mah te gableg kaera ges puguh isuk teh puasa kalakah nyien piomongen goblog
joy,olahraga cape mandi air anget nikmat dunia pisan
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh tos kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,jadi cangcaya sieun ngadenge rumah tangga 
sadness,ya allah batin mah ngoceak nanging walakaya
joy,resep ningali timeline twitter snapgram snapwa asa barungah kabeh pedah persib menang laga away mah
joy,hatur nuhun gusti allah hujan badag
anger,tong so biyutiful lah jadi jelama mah teu nyadar kitu beunget sia kos spiteng ih tidak menyadari eyapp sia mah tah raray
sadness,sekelas pengusaha ripuh dibere korona mah komo aing misgom kieu
sadness,saredih anjir ai puasa di barengan jeng boga duit mah
fear,dooh jadi sarieun kieu ningan nyebut bu nyebut buut buut buut kitu istighfar bu
sadness,ayeuna komo nahan sagala kasedih jauh ti kolot tapi da mereun ieu ge demi nyumponan jalana hirup ieu pikeun bekeul abi ngalatih diri jadi pribadi mandiri mudah2an sagala peurihna janten bagja engkena
sadness,ka hate aing nage raheut har ieumah 
anger,pku kehed sia anying daek cicing pisan sia anying ceuk aing diuk didinya maneh siawwteh diuk didinya maneh kadieu ulah ganggu aing ai sia teh oooh si jelema apa monyet sih aing bingung goblog rariweh pisan palalur da aing da gelut jeung aingggg
anger,si kehed budak vrindavan pinapsueun
anger,loba omong da puguh ngararasakeun panas lieur jng awak paregel oge tos puhrip di ubaran ku istigfar weh bari diuk alhamdulillah ngantri ti jam 8 di panggil pas pemeriksaan jam 10 langkung anu cageur wae aral nungguan 2 jam mah komo aing tp nanaon ngala supaya weh
anger,minuhan tl ig anying eta until tomorow hoream pisan
joy,ti kapungkur abdi resep acara iye like na mana orang sunda
sadness,meni asa saredih kieu di masjid puasa rek nggeusan sabulan deui ya alloh lah tambahan mun tiasa mah puasana bakal sono ngariung bada maghrib jeung genk sakuntala ditempat gawe bakal sono raeng na sora toa kunu tadarus bakal sono lelenggutan lamun keur sahur
sadness,repeh sanajan ripuh kudu bisa ngabelengeh sanajan hate hayang leweh hirup kadang bisa di tebak jalan cerita na
joy,si bapa ieu diem diem tapi sakalina bicara pikaserieun pertahankan pa walapun tidak jadi wakil yg baik setidak nya jadi komedian yg bisa menghibur warganya
fear,ningali foto2 citarum via google image asa hariwang kitu 
fear,pa nasib orang pasar kumaha sy icalan di pasar induk caringin bandung tos seueur nu panik teu sakedik oge nu nyebar hoax pasar bade ditutup sementara teu paruguh kieu bade icalan sieun ku covid 19 teu icalan asa kitu pa
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu di imah ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing kehed teh kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
sadness,teu tega ningali film hulk anak kecil na pikasediheun
anger,awewena deui belegug pd dtang ka dukun botak jg daek d kitu iy jiji jijiiii tablo
joy,haturnuhun ang merhatoskeun deui para distrik mugia taun ieu karompak deui sareng te silih pagedrug antar distrik
joy,kadang sok bijil rasa bangga ka budak nu kasebut ti keluarga teu boga tp manehna gs mampu kerja keras kana usaha urg leuwih ngahargaan budak kieu dr pada budak nu bisana ukur barang penta ka kolot bagja jang cing gede rejeki 
sadness,kang ieu we nuju sararedih asa cuang cieung jauh panineungan
anger,dina fb tong ngabangus bisi didagor ku aing samaruk aing sieun meureun ku anu gede ti aing
sadness,asa wasa ninggal mamah n bpak riweuh qtu
joy,nuhun gusti nuhun ajengan gusti maparinan pirang2 kasaean kanggo anjeunna amiin
joy,ayeuna lolos alhamdulillah ge te nanaon abi bingah ninggali permainan dan semangat juang tim anu punten benten pisan sareng taun kamari
fear,arek daremo moal nya sarieun euy isukan isukan bade kaluar sing aya nu ngajieun jalanan maceut jadina weuh sarangeuk tp na da kumaha nya mun gawe mah teu bisa deui di tinggalkeun
sadness,sedih liat live stream mekkah ngeshootnya ngga di gerbang atau dalem masjidil haram nabawi lg tp dari atas atau sekitaran masjid karena ngga ada orangnya
sadness,ieu kuring naha janten hanjelu gara gara di chelsea parantos teu aya fabregas deui
fear,teu sempet foto sieun langsunh uih wae ya ampun teu puguh balanja ge asa karek masuk jiga nu uang kaget kaluar deui ngeri ath
joy,alhamdulillah meuni nikmat kieu sorabi si emih purbaratu recommended sorabi pang ngeunah na saalam dunya y 
sadness,teukaop rek live tweet ti lokasi imah almarhum kuat nyurucud wae cipanon mang ayi urg sedih kunu sejen asa kieu2 teuing
sadness,teukaop rek live tweet imah almarhum kuat nyurucud wae cipanon mang ayi urg ti lokasi sedih kunu sejen asa kieu2 teuing
joy,asli aku seuseurian wae liat itu aku ge rek miluan challenge eta org yg anti makin keseel
anger,arema manajemen persija dejek goblok ismed mantan goblok ninggalkeun aing kawin
joy,nuhun ieu abi seserian wkwkw
sadness,asa saredih papisah jeung bulan romadon sok sieun wee tahun hareup can tangtu bisa panggih
sadness,duh gusti abdi sumerah diri waruga jeung sukma asal ti anjeun jaga ning geto balik mung ka anjeun
fear,asa beurang muriding padahal
joy,nuhun gusti masih dipaparin nikmat nu sakieu endahna ngeunah seuri 
joy,maraneh na mh sok atoh mun di ulinan th ngaran liwet lauk hayam jg batagor mh sok aya unam oge sok aya hehehe
fear,asa sieun ngadangukeun lagu bangbung hideung 
anger,sia anjing pinafsueun euy boy dasar titisan saep
joy,naha aing teu eureun ieu seuseurian nyak ningali pidio ngadoa neno 
anger,kurang ngajedog sia anying teu menang dicarek pisan sia teh koplok 
sadness,teu wasa ningal dunia kiwari poek ku akibat heurin ku sarakah mugia aya hidayah nu maha suci sangkan dunia caang ku welas jembar ku asih
sadness,inget keur keutik nempo haji geyot di diperempatan ged merdeka asa waas baheula
joy,nuhun ieu abi nyakakak tos lami diperantauan nembe mendak deui basa ieu 
anger,arema goblog manajemen goblog persija goblog dejek goblok ismed goblog mantan goblok ninggalkeun aing kawin
sadness,saleresna alim patebih deui teh mung ka gusti urang tiasa sumerah kedah kieu nasibna ukur cimata
fear,pa nasib orang pasar kumaha sy icalan di pasar induk caringin bandung tos seueur nu panik teu sakedik nu nyebar hoax pasar bade ditutup sementara teu paruguh kieu bade icalan sieun ku covid 19 teu icalan asa piraku kitu pa
joy,ka majalengka tos sumping di pangkas rambut passer bingah ningal na tiasa ka pendak sanajan sakedap
sadness,hapunten ya alloh abdi kapaksa ku teu wasa ningal istri sareng pun anak astagpirullohaladim
anger,sia teu boga hate sugan sia ngomong naon wae ker kehed beunget sia anjng emang paeh weh sia baheula
sadness,meuni karunya didamel obyek siksaeun
joy,bingah ninggali pun rama tos damnag
fear,caritana mh td th lalajo nun bakat ku sieun jd te konsen ngopi jagong bledug ge ka bioskop
fear,najan duit di berean wae ge tapi mun rek barang beli teu ijin hela ka salaki teh teu wani urang mah
fear,aslina sieun bulu kuduk merinding sndirian gadang alooooh
fear,tuh nya padahal saya mah aslina asa melang tur hariwang lain nanaon soalna didinya parantos didapuk janten duta rekonsiliasi antara 01 02 lamun ujug2 kainjek vaksin palsu nu lain jadi sarieun bade rekonsiliasi pajar duta na oge diracun vaksin palsu
anger,ruwet ruwet lah kos di cekel babangus na bacot na euweuh nu bisa
joy,masing duit teu cur cor ge ari boga kebebasan mah pan bagja
joy,wkakakakkakaa meuni bahagia pisa euy sakali kali kieu
fear,hujana serem kieu euy tidak seperti biasanya
fear,ga kebayang kl jadi penduduk gunung merapi pasti sieun ngaderegdeg kl mau aman hrs ngungsi minimal 20 km di sekitar
joy,hahah meuni lucu si abah teh ekspresinya wktu pemotretan mlh minta nmbah hiji deui di potret haha
sadness,ya allah sukma rasa jisim abdi pang tenangkeun deui ieu hate sing di tebihkeun ti para istri nusok pura pura bogoh padahalmah ngan karunya hungkul ieu hate asa rajet teu aya hargaan deui ya allah
anger,sia tah tai bagong seuseuh bengeut sia goblog 
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di cokot deui da babi ciga nu teu ngalaman wae kasusah sia sia susah mah harita ka saha mun lain ka keluarga aing 
anger,ah tah aing kurus tahh org bilang gendut bodo amat da aing ngerasanya kurus muak aing liat tl isinya cewe kurus badan tulang semua bilang aku gendut ya gendut gendut huntu sia tah gendut caper pisan si goblog
fear,tapi yeuh aing na ngaderegdeg sieun ih 
fear,insidious1 aja udah bikin muringkak komo insidious2 bakal muringak muringkak engke insidious3 jadi muringkak muringkak muringkak 
joy,ngupingkeun bocah ngawadul meuni cicirikikan sareuri meuni bungah janten ingeut masa alit kapungkur 
joy,nuhun ieu ngeunah seuri untung lain seperti kemarin pahili engke jeung noah
sadness,ni sedih ninggal budak eta deudeuh domba na ka beleum
joy,sumuhun kang hatur nuhun wejangan na meuni beunang ka abi 
fear,odp covid19 udh ads di ciwaruga tmpt kosan aku ih sieun pgn balik nguli tp takut
sadness,rumasa diri loba kurangna iwal sumerah neda hampura ka pangeran nu kawasa
fear,tuh nya padahal saya mah aslina asa melang tur hariwang lain nanaon soalna didinya pan parantos didapuk janten duta rekonsiliasi antara 01 02 lamun ujug2 kainjek vaksin pan nu lain jadi sarieun bade rekonsiliasi pajar duta na oge diracun vaksin
sadness,cik atuh lah tong nepi ka di siksa ges puguh cilaka harta benda aya nu mawa masih keneh nyieun sangsara meni miris nagara kaula manusana masih keneh loba nu tega ka sasama
anger,ijid anjing kajelema anu sok panjang lengeun teh 
fear,ayeuna asa keueung nyinghareupeun kahirupan dunya karasa geunyleung
fear,aq ps nyebrang ad yg teriak blkg aq untung lh bkn aq yg d jambret ngaderegdeg lgsg aq jg
anger,ngacaprakna harepen aing geura tong tukangen bisi di leyek ku aing tah bengeut rungsing ka aing na
joy,lain nyerengeh deui pada seuri ngabarakatak komo si mang oleh jeung mang boby mah
anger,sekarang dah puasa full di rumah tapi sedih anying da gara2 si corona romadon teh sepi we ah teu kieu romadon di imah kahayang aing mah siateh corona
sadness,can rela sumpah yang kamu baik2 nya tong hilap segalana ngajerit hate mah kangen yang
anger,viralin viralin bengeut sia anjing lah beunghar kakarak oge geus ngalunjak keun ku gusti allah hayang teh di harita cokot deui da babi ciga nu teu ngalaman kasusah sia sia susah mah ka saha mun lain ka keluarga aing
joy,ini ponakan2 aku meuni lucu kalau dijual laku berapa ya 
fear,ngeri oge ngadenge lengser wengi
sadness,ku tirisna oge tos teu walakaya teu sareng banjirna ka dulur di lembur ka baraya di kota
fear,abi ge kapikiran kieu mun mudik kamari2 teh tapi malah sieun dijalan na keh kalah kena
anger,marukan keren kece kasep kitu tapi maneh mere harkos beunget sia luntur tah kabeh
fear,pguh asa sieun ha ha ha kebayang di cabok nu kitu
joy,kapungkur ti abdi resep acara iye like na mana orang sunda
sadness,abi karunya warga nu di tukang wae 3 poe berturut turut ka banjiran
anger,tong ngabangus dina fb bisi didagor ku aing samaruk aing sieun ku anu leuwih gede ti aing
joy,syukuran si teteh mamah mukanya asa sumbringah
fear,haduhh sarieun kieu ningali jarum suntik pisau bedah 
fear,urang sok ngimpi nu geus maraot atau aya babaturan nu maot heg sok kabeneran aya kabar duka sarieun anjir isukna
joy,badeur badeur kieu oge awewe aing mah geulis aduuuh bagja boga si neng rani teh 
anger,rek kanyut bijil dina tarangna oge paduli bagong nyak wa
sadness,nyabaran diri w rumaos jalmi teu gaduh ya allah meni gs asa kmha ieu hate hyg ceurik ngajerit
anger,daek cicing pisan sia anying
anger,naha hese pisan dibejaan teh makin geuleuh aja aing mah singsusingdem nage dirumahaja sygku ngajedog anying ngajedog 
fear,intina makin loba bencana makin sarieun pisan 
fear,aslina mah serem urang ningali bingkai berita ya alloh tong kiamat atuh urang ge can kawin yeuh kumaha budak cucu urang engke
fear,ka garut keueung sih lamun bener komo lamun na pake umum ayena kan te terang pas naek kendaraan umum nyebar deui kanu sanes dinu sanes ka sebar deui hih te malikir jelema teh barelegug
anger,kalakuan kos naon boa tapi hayang na di hormatkeun wae waras sia teh
fear,saking tkut ny ngeliat dosen itu ampe k ngadegdeg liat muka ny jga udh serem pa lg d suruh nanya k dosen ny wow tkut ah
anger,gokar punteun buat yg masih pd nongkrong yg masih jalan2 gajelas punteun ieu mah ari sia goblog2 teuing sih sia terpapar korona di luar nu ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di r isolasi teu kaluar2 sateh di imah
sadness,asa teu wasa ninggal na oge matak peurih kanu hate 
fear,aduh yum asa hariwang kieu euy part laguna 
anger,rungsing kieu ungat jelema dki dan jabar coret mah anying pinapsueun kabeh sue 
anger,demi na oge nyieun aral ieu maen goblog setan bagong
joy,waduh urang sunda pami kempel balagonjakan wae ya allah alhamdulillah tiasa seuri janten barokah sareng nambih babarayaan aamiin
sadness,ternyata urg bisa sedih oge ningali timnas indonesia gagal jadi juara
fear,punten pareum listrikna lami nya plis keueung nuju nurut anjuran pemerintah di cisaranten kulon
joy,ieu meureun anu ngaran katresna teh hat ngalayang bungah unggal ningali ci amang di kebon binatang teu weleh inget wae ka salira
sadness,bete lah ningali gebetan hayoh we parasea jeung kabogohna ari pegat hanteu 
anger,ieu para partai kamarana aranjing teh disaat kampanye we barijil bagi2 kaos sembako dll ari waktu na keur kieu areuweuh pisan kontribusi na masker2 wae mah atuh babagu da sahrga nyieun kaos partai meuren masker mah
fear,gebleg paling ges hoream wengi ngadenge lengser
sadness,sedih ningali indonesia eweuh liga mana sepak bola anu jd pemersatu bangsa iwal jd kenangan ayeuna
joy,opat hiji lurrr bungah kacida mamang poe ayeuna yess 
sadness,udh mlm lagi ngalamun lagi kangeun km lagi stalking liat sia ayang ayangan raheut hese weh sare teh
fear,serem ningal warga bandung nu mudik di bypas ngararebut muatan pinuh ati ati lur bikin lepat alamat janteun k akherat
sadness,tanyakeun ka batur ai teu ngartos mah dipikiran ku sorangan bisi gelo rada watir urang mah
anger,tong loba babangus aisia
fear,maneh ngadegdeg sieun isukan kumaha aing kitu unggal peuting
fear,wengi rada ngeri oge ngadenge lengser
joy,paling nikmat teh lamun saharian cape terus balik ka imah mandi terus gogoleran sabari jendela dibukakeun duuh nuhun gusti
sadness,tadi pas k r ngiuhan di halte beus kota aya tkang barangmaen sarua ker ngiuhan meuni asa karunya ku aku teh diber weh dua rebu bari ditanya pak ari sadinteun na kenging sabaraha pekteh sapoe na menang 325000 jol ngadadak jadi malik karunya kadiri sorangan euy 
sadness,sedih pisan asa salah pisan asa t wajar pisan asa ku t kudu jd kie hampura pisan
anger,yeuh anjing ai sakirana titah make sapatu jeung helm safety mumul mah ulang loba bacot lah ijid anjing loba instrospeksi geura goblog
anger,fabiano teu main pisan jeung ges tuir kitu dipertahankeun ai mas hariono dipiceun ngutek goblog atulah persib
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing loba kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik deui di kamar ka kamar
sadness,bd cumarios ngagentraan wae nu d pikahoyong mangga langkung mung tiasa pasrah sumerah kanu ngagaduhanana
anger,kamari baso malang didagoin ti teu dateng2 anying ayeuna ker eweuh duid mah malah datang anying si emang teh goblog embung duid anying cik atuh kamari pas aya duit goblog pasti aing beli anying dasar goblog sia anying hilih dasar anying goblog pisan
fear,asa hariwang kieu ewag si bos mere info aya nu geus odp duh lah
fear,kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah tapi leuwih sieun nempo cucunguk anu geus jadi jurig 
sadness,jiaaah karasa deui ka inget deui ngoceak batin kasuat2 manah asa teu daya upaya heueuh rumasa ieu salah kuring rumasa teu kawasa narimakeun
joy,bungah amar watasuta ri kengeng na perjuangan nu bener ekstrim mah mudah mudahan langgeng 
fear,jir kot ka ngabirigidig kitunya ih serem
joy,bismillah ya allah di dinteun jumat anu barokah ieu abi bungah pisan sadayana elemen bobotoh bade ngahiji pikeun persib mugia jeung abi yakin persib musim ayeuna juara deui aamiin 
sadness,rujiiiiiiiiiiiiit hayang mewek bari ngajerit hate the nyeri 
anger,sieta beungeut body shamingeun
sadness,ikhlas tapi masih teu wasa ningal fotona wilujeng kantun bageur mugia sing ditempatkeun anu dina tempat
anger,dititah ngajedog di imah hese pisan anying
anger,bodo sateh meni hayang nakol geus nyaho di titah cicing kehed di imah
sadness,nyeri hate kabeh nyudutkeun persib kabeh ngahina bobotoh ya allah kieu geningan rasana nyeri hate the padahal persib keur aya di puncak klasemen
anger,ajigg pemain loyal si mas mah teu ngahargaan pisan di eureunkeun
sadness,dosa kakabogoh langsung menta hampura tapi dosa ka indung duh mah ngke menta hampura na lebaran ieu dosa iya dosaa 
anger,henteu anjing mahal goblog na teh aing padahal antrian hiji disorobot wae ka nu nembak tungtung na jadi nomor 73 bayangkeun ku sia perhari sabaraha tah ti nu nembak
anger,tah ya coba mikir yg masi bisa bisanya nongki otak sia dimarana anjg teu ngarti pisan cik tingali goblog ku saria tong ngarasa masi muda sehat padahal mah kan gatau maneh matak ripuhh kehed ges saria cicing di imah kehed teh kena imbas weh ka nu kolot ibu bapa kakek nenek matak ripuhh kehed ges saria cicing di imah kehed
fear,asa hariwang kieu lalakon hirup teh asa nyorangan asa ieu mah 
anger,di palu sia deuk ngaduruk bendera tauhid kadieu datang siah loba di dieu cobaan ku sia duruk dihareupeun jelema loba pengungsi anu keur kamusibahan mun sia teu modar saharita berarti sia jago ditungguan siah ku
fear,keueung nya teh angot pami tos aya nu ibadah haji mah naudzubillah himindhalik hiii
sadness,nungguan 4 taun ujungna kieu saredih kieu gusti kalian mun dikieukeun bakal sedih moal euy 
anger,demi alloh mun dulur aing mbung sakola deui garagara dipajek wae ku aing buburak tah medikakom 
sadness,haaaa hampura abis prihatin beuki dieu beuki nambahan
anger,aing teh bosen aa nempo beunget sia teh seseuh gera a beunget sia na
sadness,ya allah batin mah ngoceak nanging teu walakaya 
joy,bismillah ya allah di dinteun jumat anu barokah ieu abi bungah pisan sadayana elemen bobotoh ayeuna bade ngahiji pikeun persib mugia jeung abi yakin persib musim juara deui aamiin
sadness,sayang anjen ngadangu teu ngajerit hate neng ngarepkeun anjen balik deui
sadness,subhanalloh deudeuh teuing bandung ayeuna mah sanes heurin ku tangtung tapi rata ku cai 
sadness,anying ieu film di sctv nyieun hayang leweh hayang aya deui mamaaaaaaaahhhh di bandung
fear,bulu kuduk aing tegak berdiri sieun euy tapi daripada kepo engke 
sadness,peurih nya min abi ge ngasaan da
anger,ari jadi jelma ulah sok balaga bisi teu boga baraya
anger,si tai mah ka aing teu sorry sorry acan padahal aing nu kagandengan bagong
sadness,ah hanjakal teu cicing di bandung ari kieu carana mah 
anger,sia aranjing jiga nu gs bener wae sakitu pernah ngalaman munafik blog
sadness,manah anu raheut ngoceak maratan jagat manah anu peurih ngoceak maratan langit nalangsa anu kacida ageungna
sadness,mun diri abdi diparengkn dipasti ku gusti pageto abdi sumerah tur ikhlas sahnteuna abdi tos t ngrsa pnarasan ku cita2 abdi tibaheula
fear,tadina mah hayang ngadongeng jurig tapi bakating ku serem eta dongeng kami nu ek nyaritakeun na ge jadi sieun muringkak teu jadi weh
anger,aslina maruk na beragama teu make akal kitu garelo jelema teh wa lieur bieu urg nempo aya jenazah corona dek dikurebkeun warga2 pada nempoan ngarumpul coba mun kieu wae man indonesia jd rangsakna ku corona
sadness,tadi hate anu na bagja ayeuna jadi peurih kacida walakaya ku luka ti sia
sadness,ngadangu indonesia raya di negara batur asa hayang leweh ai asa hayang modol di imah
joy,lolos alhamdulillah henteu ge te nanaon abi bingah ninggali permainan dan semangat juang tim anu ayeuna punten benten sareng taun kamari
joy,alhmdllah bres lari pgi asa ku bingah ningal grbang situ buleud teu d segel almdllah nuhunpakpolisi
anger,yeeeh nya budak teh beunang pisan dibejaan geus heup heula geura uulinan na peperiheun engke kalah gering sateh nu balangsak teh lain sia hungkul bebel nepaan batur engke nyusahkeun sarerea kehed teh
joy,tembus lagi bosquuuu mood keur sae percintaan keur on the top nuhun gusti
fear,di belakang rumah aku ada yang meninggal cucu cucunya pada nangis patarik tarik sarieun
fear,jalan menuju cigunung di omean kitu nya meuni palaur kitu
sadness,sugaaan km jeung saha melakukannyah sabar jims tong babay2 an atuh lah menii saredih
anger,punya pacar gaada pedulimya pisan anjing emang
sadness,nyabaran diri w rumaos jalmi gaduh ya allah meni gs asa kmha ieu hate hyg ceurik ngajerit
anger,goblog sieta beungeut body shamingeun
